post_id,user_id,band_id,unique_post_id,band_post_url,author_name,title,author_id,author_profile,content,posted_at,updated_at,crawled_at,comment_count,view_count,like_count,product_id,is_product,tags,status,band_post_id
96643229_post_1446,d8a5676f-b71a-4500-a973-0350a6cce5aa,96643229,96643229_post_1446,https://band.us/band/96643229/post/1446,♡키위마켓♡,♡키위마켓♡,,,"🫒🫒🫒🫒 오톰크리스피이것은 사과인가 청포도인가😆😆자이언트 애플청포도‼️‼️‼️‼️‼️❤❤예약주세요 ❤❤완전강추오늘 당도좋고‼️컨디션 최고아삭아삭 당도 진하고!!!!탐나는 비주얼이죵👏👏👏아삭아삭 달콤하그~~~최공💋🫒🍯🫒🍯고당도 오톰 크리스피 애플청포도  600그람이내~~한봉지 6,980원 😱😱600그람이내~~한봉지 6,980원 😱😱",2025-03-19 01:40:00+00,2025-03-20 16:46:54.677+00,2025-03-20 16:46:54.677+00,0,0,,96643229_product_1446,true,,활성,1446
