product_id,user_id,band_id,title,content,price,original_price,quantity,category,tags,status,expire_date,barcode,product_code,band_post_id,band_post_url,created_at,updated_at,total_order_quantity,total_order_amount,order_summary,comment_count
96643229_product_1446,d8a5676f-b71a-4500-a973-0350a6cce5aa,96643229,♡키위마켓♡,"🫒🫒🫒🫒 오톰크리스피이것은 사과인가 청포도인가😆😆자이언트 애플청포도‼️‼️‼️‼️‼️❤❤예약주세요 ❤❤완전강추오늘 당도좋고‼️컨디션 최고아삭아삭 당도 진하고!!!!탐나는 비주얼이죵👏👏👏아삭아삭 달콤하그~~~최공💋🫒🍯🫒🍯고당도 오톰 크리스피 애플청포도  600그람이내~~한봉지 6,980원 😱😱600그람이내~~한봉지 6,980원 😱😱",6980,6980,1,기타,[],판매중,,,,1446,https://band.us/band/96643229/post/1446,2025-03-20 16:46:54.677+00,2025-03-20 16:46:54.677+00,,,"{""total_orders"": 0, ""pending_orders"": 0, ""confirmed_orders"": 0}",0
